Customer ID,Invoice Total,Invoice applied amount,Invoice exchange rate,Payment Total,Payment applied amount,Payment exchange rate,Credit Total,Credit applied amount,Credit exchange rate,Adjustment Total,Adjustment applied amount,Adjustment exchange rate,Customer Balance
CUST_0451,3632.76,1808.93,1.0,446.31,120.39,1.0,186.6,131.27,1.0,177.72,65.98,1.0,1554.32
CUST_0452,3157.03,153.93,1.0,960.36,410.8,1.0,404.11,363.9,1.0,96.91,54.9,1.0,2455.34
CUST_0453,4130.76,767.96,1.0,723.38,316.98,1.0,135.29,82.04,1.0,47.54,43.4,1.0,2907.29
CUST_0454,2917.53,1411.46,1.0,1335.34,437.98,1.0,72.51,60.79,1.0,137.78,104.16,1.0,630.61
CUST_0455,806.4,184.52,1.0,116.9,4.4,1.0,156.63,92.83,1.0,130.19,55.43,1.0,520.34
CUST_0456,2608.69,1219.5,1.0,1258.92,226.24,1.0,351.45,35.05,1.0,40.09,39.3,1.0,40.9
CUST_0457,636.03,238.04,1.0,955.44,59.68,1.0,187.9,48.26,1.0,197.14,88.81,1.0,-529.08
CUST_0458,1984.09,712.91,1.0,1445.58,505.28,1.0,35.46,6.66,1.0,8.62,3.43,1.0,307.27
CUST_0459,4556.76,1809.57,1.0,1056.27,326.22,1.0,38.25,15.15,1.0,136.54,96.88,1.0,2033.7
CUST_0460,4263.56,2054.15,1.0,920.48,260.74,1.0,126.31,52.48,1.0,123.98,3.67,1.0,1596.15
CUST_0461,2691.68,848.97,1.0,1152.29,353.89,1.0,224.3,177.17,1.0,154.92,98.57,1.0,1053.53
CUST_0462,2472.03,512.37,1.0,1367.34,346.5,1.0,363.43,110.73,1.0,5.2,0.43,1.0,690.89
CUST_0463,2932.96,1007.12,1.0,765.7,257.96,1.0,40.26,3.71,1.0,65.39,36.29,1.0,1410.65
CUST_0464,4849.28,469.31,1.0,1262.01,561.07,1.0,77.31,69.28,1.0,64.35,58.19,1.0,3677.16
CUST_0465,832.21,88.86,1.0,1109.73,294.18,1.0,465.47,423.56,1.0,17.33,8.44,1.0,-105.22
CUST_0466,956.66,344.35,1.0,219.83,55.11,1.0,117.7,23.42,1.0,158.07,115.12,1.0,396.26
CUST_0467,1124.35,12.34,1.0,512.84,194.08,1.0,363.88,45.07,1.0,145.57,128.69,1.0,491.32
CUST_0468,4194.88,580.54,1.0,130.24,28.77,1.0,448.94,198.39,1.0,194.04,179.12,1.0,3277.24
CUST_0469,1717.06,336.73,1.0,1766.29,412.36,1.0,200.4,76.32,1.0,147.55,29.24,1.0,20.63
CUST_0470,972.0,261.0,1.0,972.44,398.72,1.0,331.91,211.96,1.0,164.39,142.42,1.0,39.3
CUST_0471,4621.09,2075.16,1.0,738.28,324.26,1.0,85.18,67.36,1.0,165.27,161.56,1.0,2117.8
CUST_0472,1489.13,215.43,1.0,1655.75,280.57,1.0,137.2,100.59,1.0,55.5,49.0,1.0,-131.59
CUST_0473,2230.82,528.2,1.0,405.62,173.89,1.0,361.5,61.49,1.0,91.08,90.39,1.0,1171.57
CUST_0474,3127.81,1164.59,1.0,1093.75,485.46,1.0,146.07,141.26,1.0,20.37,16.94,1.0,1353.55
CUST_0475,2725.75,29.12,1.0,869.74,314.45,1.0,398.72,22.96,1.0,33.98,0.93,1.0,1798.63
CUST_0476,4421.97,658.49,1.0,1000.28,165.67,1.0,272.09,262.24,1.0,128.73,91.7,1.0,2956.05
CUST_0477,4837.86,632.88,1.0,658.3,258.11,1.0,155.49,111.97,1.0,140.66,71.89,1.0,3830.04
CUST_0478,2875.63,1007.0,1.0,393.89,120.15,1.0,105.65,3.55,1.0,14.92,10.6,1.0,1497.11
CUST_0479,4136.9,1275.91,1.0,251.49,63.54,1.0,251.57,87.68,1.0,198.47,43.69,1.0,2663.93
CUST_0480,1540.52,671.08,1.0,1316.75,375.02,1.0,201.27,138.08,1.0,141.53,51.07,1.0,-45.02
CUST_0481,3642.93,1671.62,1.0,1467.86,42.11,1.0,140.21,132.52,1.0,19.16,13.44,1.0,543.59
CUST_0482,4724.78,900.36,1.0,505.49,30.96,1.0,478.8,329.24,1.0,176.22,28.96,1.0,3347.59
CUST_0483,1694.38,232.79,1.0,165.28,6.23,1.0,14.75,6.93,1.0,118.03,54.82,1.0,1357.93
CUST_0484,1099.47,99.72,1.0,418.41,27.6,1.0,441.94,288.54,1.0,165.26,134.79,1.0,486.01
CUST_0485,4821.88,2113.49,1.0,1177.12,544.68,1.0,471.8,358.86,1.0,144.71,137.0,1.0,1970.72
CUST_0486,3395.27,109.94,1.0,1763.11,240.87,1.0,471.91,159.65,1.0,75.45,74.1,1.0,1452.18
CUST_0487,1806.79,472.54,1.0,703.22,87.55,1.0,85.1,23.63,1.0,123.97,20.99,1.0,760.09
CUST_0488,3635.03,773.84,1.0,910.68,81.57,1.0,466.9,71.05,1.0,112.54,42.54,1.0,1706.23
CUST_0489,2042.97,389.6,1.0,807.74,256.58,1.0,147.37,25.14,1.0,159.81,15.04,1.0,1124.75
CUST_0490,762.64,362.74,1.0,1495.66,555.73,1.0,430.18,349.13,1.0,146.2,7.52,1.0,-482.4
CUST_0491,2324.46,735.5,1.0,951.68,347.33,1.0,402.36,42.59,1.0,160.86,1.69,1.0,784.01
CUST_0492,2838.2,1292.2,1.0,403.2,81.13,1.0,491.6,52.75,1.0,67.52,38.22,1.0,814.38
CUST_0493,1347.03,128.69,1.0,1258.26,249.38,1.0,322.3,5.75,1.0,1.13,0.77,1.0,-106.73
CUST_0494,2471.33,1029.75,1.0,1556.62,550.39,1.0,417.9,90.36,1.0,27.48,3.69,1.0,131.6
CUST_0495,1108.47,380.08,1.0,1918.06,731.27,1.0,247.59,231.18,1.0,79.51,25.93,1.0,-421.23
CUST_0496,1116.3,415.07,1.0,1535.81,366.41,1.0,421.63,68.87,1.0,168.84,157.1,1.0,-809.19
CUST_0497,2148.53,619.01,1.0,1383.32,143.06,1.0,47.75,42.06,1.0,89.27,14.15,1.0,358.69
CUST_0498,3276.65,476.77,1.0,1546.27,501.52,1.0,313.54,3.8,1.0,4.37,0.22,1.0,1449.54
CUST_0499,2654.06,213.03,1.0,1431.02,492.18,1.0,186.66,56.07,1.0,183.49,97.9,1.0,1457.19
CUST_0500,4914.85,416.81,1.0,1747.81,151.75,1.0,104.01,86.33,1.0,177.61,51.59,1.0,3010.32
CUST_0501,1005.46,401.58,1.0,1798.84,447.45,1.0,10.81,9.9,1.0,144.68,92.03,1.0,-695.77
CUST_0502,3288.56,401.33,1.0,362.94,124.75,1.0,251.14,138.48,1.0,32.44,0.82,1.0,2568.0
CUST_0503,2602.86,257.1,1.0,1207.92,203.07,1.0,347.55,343.96,1.0,24.22,15.99,1.0,1345.55
CUST_0504,961.12,384.54,1.0,1487.62,90.45,1.0,278.43,223.1,1.0,140.52,57.88,1.0,-793.28
CUST_0505,4264.95,160.02,1.0,761.28,349.68,1.0,235.26,145.28,1.0,9.83,8.68,1.0,3604.5
CUST_0506,3739.04,755.08,1.0,1189.7,485.2,1.0,251.24,215.34,1.0,89.97,63.94,1.0,2269.59
CUST_0507,3027.13,424.15,1.0,1468.46,526.72,1.0,355.45,138.69,1.0,58.26,2.38,1.0,1500.36
CUST_0508,3443.83,426.83,1.0,1848.34,665.96,1.0,411.91,74.42,1.0,163.76,35.31,1.0,1625.58
CUST_0509,607.63,38.51,1.0,1682.05,664.19,1.0,479.2,395.79,1.0,20.53,2.98,1.0,-514.6
CUST_0510,930.31,417.42,1.0,961.46,155.51,1.0,32.13,14.33,1.0,158.17,91.08,1.0,-243.77
CUST_0511,4344.57,1740.03,1.0,1432.14,332.52,1.0,89.15,0.56,1.0,74.22,69.81,1.0,1420.74
CUST_0512,4905.17,18.2,1.0,700.83,148.37,1.0,336.6,244.75,1.0,27.81,1.23,1.0,4269.24
CUST_0513,557.1,248.63,1.0,454.2,131.94,1.0,141.31,42.12,1.0,175.6,148.86,1.0,-86.24
CUST_0514,1974.97,66.88,1.0,452.33,21.75,1.0,237.35,28.29,1.0,168.9,36.29,1.0,1401.06
CUST_0515,937.98,138.51,1.0,517.95,40.06,1.0,244.9,129.73,1.0,177.82,123.41,1.0,260.82
CUST_0516,3503.09,511.54,1.0,336.92,158.74,1.0,474.11,79.45,1.0,194.03,47.32,1.0,2565.42
CUST_0517,4297.31,720.45,1.0,432.06,165.75,1.0,417.31,161.62,1.0,40.3,1.5,1.0,3093.66
CUST_0518,952.05,323.78,1.0,223.96,28.69,1.0,285.39,220.29,1.0,102.47,72.6,1.0,397.77
CUST_0519,2201.31,499.1,1.0,891.18,327.79,1.0,148.08,105.68,1.0,34.91,17.77,1.0,1113.56
CUST_0520,1634.03,267.11,1.0,1645.12,131.2,1.0,482.64,151.43,1.0,80.51,79.9,1.0,-477.6
CUST_0521,2693.33,920.41,1.0,917.46,91.01,1.0,455.86,372.93,1.0,67.73,43.08,1.0,888.19
CUST_0522,663.06,306.84,1.0,711.42,92.81,1.0,268.72,238.87,1.0,18.17,8.17,1.0,-282.24
CUST_0523,3235.34,568.12,1.0,111.87,52.53,1.0,356.44,36.66,1.0,161.55,152.25,1.0,2297.4
CUST_0524,4360.58,648.15,1.0,1477.48,233.31,1.0,182.57,149.81,1.0,27.64,17.43,1.0,2445.71
CUST_0525,3283.31,350.38,1.0,1869.65,485.98,1.0,269.97,110.93,1.0,120.07,98.86,1.0,1411.43
CUST_0526,1122.76,172.09,1.0,724.38,61.95,1.0,183.42,174.35,1.0,122.6,12.33,1.0,389.44
CUST_0527,1693.96,772.42,1.0,1964.88,788.8,1.0,258.19,150.65,1.0,30.95,16.85,1.0,-347.98
CUST_0528,2595.71,595.55,1.0,1441.64,410.79,1.0,421.87,198.73,1.0,153.47,133.19,1.0,766.45
CUST_0529,1658.23,625.5,1.0,1994.05,728.86,1.0,19.16,14.63,1.0,82.69,74.83,1.0,-229.13
CUST_0530,1640.63,155.33,1.0,761.79,326.09,1.0,491.31,129.26,1.0,163.59,118.15,1.0,732.99
CUST_0531,4361.37,1907.09,1.0,1073.14,208.91,1.0,261.35,145.12,1.0,42.12,16.65,1.0,1499.29
CUST_0532,3025.7,1442.09,1.0,777.03,176.71,1.0,444.39,385.04,1.0,102.2,45.75,1.0,980.39
CUST_0533,1411.18,101.28,1.0,385.22,57.55,1.0,257.7,55.44,1.0,185.61,59.15,1.0,906.43
CUST_0534,4755.41,287.53,1.0,336.91,25.69,1.0,379.25,334.1,1.0,22.77,7.77,1.0,4126.51
CUST_0535,945.13,433.84,1.0,902.61,251.12,1.0,353.27,322.9,1.0,145.95,114.6,1.0,-139.22
CUST_0536,4910.74,645.64,1.0,820.75,266.27,1.0,479.89,353.5,1.0,51.34,37.18,1.0,3598.39
CUST_0537,751.57,295.27,1.0,195.68,5.28,1.0,304.67,78.81,1.0,20.11,0.19,1.0,59.96
CUST_0538,3298.9,262.99,1.0,1465.83,372.63,1.0,68.12,7.72,1.0,125.36,4.46,1.0,2003.21
CUST_0539,1931.89,60.57,1.0,1955.41,746.42,1.0,236.58,113.1,1.0,145.26,121.53,1.0,562.58
CUST_0540,3693.19,630.91,1.0,1224.56,266.14,1.0,406.31,347.67,1.0,164.23,118.34,1.0,2091.11
CUST_0541,4041.68,616.87,1.0,449.3,66.81,1.0,269.57,157.46,1.0,181.3,77.41,1.0,3034.1
CUST_0542,3735.95,1184.89,1.0,1321.18,145.23,1.0,49.49,5.92,1.0,21.14,2.72,1.0,1349.96
CUST_0543,1253.06,191.77,1.0,277.37,97.46,1.0,208.29,169.87,1.0,56.51,53.38,1.0,846.09
CUST_0544,1884.19,721.69,1.0,991.53,287.26,1.0,356.97,211.75,1.0,65.86,20.21,1.0,358.66
CUST_0545,3039.53,1334.95,1.0,158.97,28.94,1.0,316.14,171.07,1.0,48.28,31.91,1.0,1445.85
CUST_0546,2388.55,686.22,1.0,1432.23,380.47,1.0,196.93,128.77,1.0,24.57,6.36,1.0,600.62
CUST_0547,628.13,137.81,1.0,983.69,360.98,1.0,10.04,0.24,1.0,117.36,109.61,1.0,-134.44
CUST_0548,2385.76,980.95,1.0,592.04,101.57,1.0,434.23,303.46,1.0,158.78,2.21,1.0,940.14
CUST_0549,740.92,149.06,1.0,1106.17,167.61,1.0,332.02,77.89,1.0,109.12,86.21,1.0,-577.92
CUST_0550,1441.32,624.26,1.0,1092.3,513.05,1.0,330.59,255.38,1.0,22.11,22.05,1.0,162.66
CUST_0551,3460.05,1227.38,1.0,598.68,51.78,1.0,445.34,414.17,1.0,29.47,29.15,1.0,1654.92
CUST_0552,4121.34,1620.33,1.0,1713.77,317.51,1.0,283.44,33.43,1.0,194.65,162.24,1.0,887.15
CUST_0553,2945.61,1202.86,1.0,1148.29,81.08,1.0,266.78,14.57,1.0,44.47,12.59,1.0,455.21
CUST_0554,2309.7,336.15,1.0,105.9,25.49,1.0,448.46,221.17,1.0,91.93,14.33,1.0,1743.45
CUST_0555,2903.94,623.34,1.0,1408.83,576.23,1.0,377.59,160.16,1.0,56.48,34.17,1.0,1252.88
CUST_0556,2272.02,783.84,1.0,581.08,97.94,1.0,334.8,139.22,1.0,2.89,2.44,1.0,809.91
CUST_0557,3274.7,1322.39,1.0,880.43,200.81,1.0,205.22,2.69,1.0,121.46,83.81,1.0,1107.81
CUST_0558,2037.4,100.11,1.0,1441.71,75.03,1.0,198.8,137.79,1.0,63.17,2.61,1.0,570.16
CUST_0559,3682.72,1745.1,1.0,1268.29,6.98,1.0,261.01,74.05,1.0,133.35,103.47,1.0,519.23
CUST_0560,4813.78,581.89,1.0,918.61,289.78,1.0,351.51,256.1,1.0,179.12,163.42,1.0,3523.35
CUST_0561,2607.09,398.05,1.0,861.61,50.27,1.0,213.31,193.9,1.0,107.84,95.11,1.0,1391.02
CUST_0562,4499.92,437.82,1.0,481.33,118.79,1.0,3.65,3.08,1.0,156.33,116.34,1.0,3738.98
CUST_0563,1066.14,24.76,1.0,1162.48,436.19,1.0,333.07,55.11,1.0,107.84,34.36,1.0,110.61
CUST_0564,3967.52,1879.26,1.0,1273.91,555.06,1.0,31.38,29.7,1.0,40.16,3.61,1.0,1404.28
CUST_0565,2489.47,859.13,1.0,512.88,163.55,1.0,457.37,452.04,1.0,191.51,78.84,1.0,1388.35
CUST_0566,3551.17,848.85,1.0,186.76,65.79,1.0,5.59,3.85,1.0,196.88,40.68,1.0,2735.81
CUST_0567,2475.7,443.89,1.0,1992.69,230.7,1.0,377.83,361.11,1.0,96.89,65.83,1.0,284.16
CUST_0568,4543.43,864.64,1.0,384.36,105.36,1.0,229.89,209.03,1.0,50.18,8.68,1.0,3420.43
CUST_0569,574.85,82.46,1.0,1832.36,732.68,1.0,440.81,215.45,1.0,38.36,25.14,1.0,-819.43
CUST_0570,1544.15,52.54,1.0,838.63,14.16,1.0,299.96,163.58,1.0,191.55,19.97,1.0,702.34
CUST_0571,2648.93,952.24,1.0,862.79,68.89,1.0,241.12,177.96,1.0,42.34,37.9,1.0,844.07
CUST_0572,3398.3,812.14,1.0,1264.92,305.63,1.0,478.62,306.29,1.0,14.76,5.26,1.0,1464.04
CUST_0573,2419.53,474.22,1.0,363.66,36.17,1.0,335.37,23.43,1.0,129.03,60.06,1.0,1374.85
CUST_0574,3184.8,57.7,1.0,771.88,23.65,1.0,333.14,285.57,1.0,190.96,112.51,1.0,2409.75
CUST_0575,1780.71,530.83,1.0,560.82,61.41,1.0,250.73,130.19,1.0,51.89,7.0,1.0,674.82
CUST_0576,4479.21,962.43,1.0,655.17,88.02,1.0,237.23,183.39,1.0,32.72,5.53,1.0,2922.98
CUST_0577,667.24,101.88,1.0,1580.22,93.23,1.0,10.33,9.65,1.0,185.23,48.36,1.0,-785.44
CUST_0578,1837.82,247.18,1.0,1533.16,367.71,1.0,380.02,101.03,1.0,166.29,124.64,1.0,187.85
CUST_0579,3259.1,1062.46,1.0,1141.53,481.57,1.0,223.88,86.07,1.0,129.72,29.94,1.0,1498.65
CUST_0580,2346.09,331.03,1.0,1060.59,338.67,1.0,383.45,306.29,1.0,192.51,43.42,1.0,1365.07
CUST_0581,1153.93,222.82,1.0,814.23,395.57,1.0,200.07,75.75,1.0,33.8,32.65,1.0,389.28
CUST_0582,4227.47,2018.87,1.0,406.93,101.26,1.0,406.95,380.96,1.0,177.2,17.68,1.0,2036.46
CUST_0583,1594.66,604.74,1.0,539.25,3.22,1.0,38.98,37.53,1.0,120.04,40.29,1.0,532.19
CUST_0584,3157.91,1143.72,1.0,790.65,2.19,1.0,96.76,91.05,1.0,193.71,158.67,1.0,1255.06
CUST_0585,3167.71,902.63,1.0,460.96,199.36,1.0,145.16,56.67,1.0,77.77,32.75,1.0,1960.01
CUST_0586,4118.61,1475.67,1.0,1586.66,223.06,1.0,419.2,275.48,1.0,125.33,116.14,1.0,1144.81
CUST_0587,1562.33,405.7,1.0,1751.11,478.08,1.0,17.44,2.9,1.0,147.42,90.25,1.0,-73.77
CUST_0588,1750.42,699.06,1.0,1131.46,258.84,1.0,479.98,228.34,1.0,193.59,147.46,1.0,-26.77
CUST_0589,2352.92,379.58,1.0,745.59,36.17,1.0,146.56,30.33,1.0,13.72,11.51,1.0,1149.9
CUST_0590,4741.29,2263.68,1.0,180.98,77.37,1.0,435.76,245.93,1.0,173.12,124.42,1.0,2232.87
CUST_0591,4096.56,2021.74,1.0,152.52,72.42,1.0,275.7,170.23,1.0,87.12,83.62,1.0,1892.75
CUST_0592,4986.49,2262.98,1.0,866.56,182.64,1.0,421.25,68.09,1.0,21.03,6.12,1.0,1701.34
CUST_0593,3461.57,1323.99,1.0,1088.32,299.45,1.0,411.29,336.35,1.0,81.85,43.17,1.0,1312.45
CUST_0594,1083.64,174.42,1.0,411.29,104.62,1.0,388.22,262.96,1.0,9.06,8.81,1.0,477.54
CUST_0595,999.58,482.5,1.0,1094.9,432.12,1.0,448.04,174.63,1.0,63.47,25.78,1.0,-381.42
CUST_0596,2447.57,179.07,1.0,875.92,178.93,1.0,136.0,132.88,1.0,105.56,68.2,1.0,1605.75
CUST_0597,4421.66,1419.89,1.0,912.38,357.46,1.0,387.69,249.51,1.0,199.67,152.93,1.0,2355.41
CUST_0598,1673.46,463.86,1.0,785.14,27.05,1.0,416.86,327.81,1.0,8.46,8.06,1.0,362.86
CUST_0599,4177.53,1460.56,1.0,952.98,415.71,1.0,3.58,2.12,1.0,136.9,134.46,1.0,2180.68
CUST_0600,4092.96,441.43,1.0,424.42,165.72,1.0,423.66,262.22,1.0,14.55,14.21,1.0,3231.73
CUST_0601,1912.57,400.43,1.0,1797.2,108.54,1.0,96.18,36.17,1.0,16.4,7.47,1.0,-227.6
CUST_0602,1870.75,695.15,1.0,1815.58,265.03,1.0,367.49,119.15,1.0,45.53,12.67,1.0,-590.43
CUST_0603,4076.03,914.08,1.0,1483.26,189.88,1.0,119.04,21.08,1.0,146.75,134.37,1.0,1782.99
CUST_0604,4689.53,1925.74,1.0,1440.3,438.28,1.0,348.2,221.66,1.0,179.88,158.57,1.0,1656.54
CUST_0605,1065.89,178.62,1.0,1466.64,438.33,1.0,184.37,15.77,1.0,115.72,61.72,1.0,-255.64
CUST_0606,4380.53,520.94,1.0,1912.52,392.14,1.0,30.66,2.84,1.0,193.41,5.46,1.0,2499.34
CUST_0607,1602.73,707.57,1.0,1234.23,405.25,1.0,20.14,8.73,1.0,162.18,34.39,1.0,182.56
CUST_0608,3844.4,92.54,1.0,1685.82,243.57,1.0,105.97,67.08,1.0,154.02,110.86,1.0,2313.88
CUST_0609,1837.83,486.53,1.0,1565.66,764.9,1.0,198.17,74.46,1.0,117.95,103.9,1.0,440.88
CUST_0610,4336.52,1925.61,1.0,1016.97,447.87,1.0,189.07,117.8,1.0,140.25,33.88,1.0,1876.91
CUST_0611,3093.78,507.1,1.0,1541.38,663.61,1.0,416.01,406.25,1.0,162.54,103.05,1.0,1758.64
CUST_0612,1116.54,361.16,1.0,1166.98,320.07,1.0,402.3,380.07,1.0,1.1,0.27,1.0,-112.93
CUST_0613,3089.81,782.53,1.0,524.19,155.18,1.0,208.77,30.95,1.0,62.77,47.29,1.0,1775.93
CUST_0614,514.62,148.22,1.0,1159.07,361.18,1.0,477.07,182.79,1.0,30.08,1.62,1.0,-697.31
CUST_0615,3103.96,1252.43,1.0,1878.21,130.09,1.0,227.96,216.42,1.0,103.48,36.44,1.0,158.91
CUST_0616,4536.47,1159.35,1.0,1522.11,213.51,1.0,468.39,231.56,1.0,172.06,138.52,1.0,1865.23
CUST_0617,965.98,92.17,1.0,1773.55,792.07,1.0,335.89,176.68,1.0,60.64,27.4,1.0,-233.64
CUST_0618,2016.0,954.09,1.0,737.59,262.82,1.0,434.16,209.88,1.0,77.45,59.2,1.0,381.11
CUST_0619,3667.4,1273.09,1.0,1012.04,262.99,1.0,367.72,290.07,1.0,144.41,127.98,1.0,1584.04
CUST_0620,744.63,310.91,1.0,1643.88,630.56,1.0,355.5,35.52,1.0,118.5,110.41,1.0,-891.49
CUST_0621,1116.35,478.37,1.0,590.82,217.43,1.0,369.21,257.14,1.0,102.45,14.51,1.0,240.46
CUST_0622,1630.89,256.95,1.0,1507.97,6.07,1.0,470.27,295.15,1.0,173.66,117.86,1.0,-247.28
CUST_0623,1730.81,775.11,1.0,1172.96,191.62,1.0,350.43,71.27,1.0,57.73,13.62,1.0,-260.69
CUST_0624,2319.72,336.27,1.0,1750.54,843.35,1.0,64.77,30.78,1.0,197.74,140.79,1.0,1099.22
CUST_0625,3186.5,1452.95,1.0,1433.9,314.05,1.0,163.2,83.36,1.0,82.43,44.06,1.0,572.23
CUST_0626,4479.65,2052.49,1.0,1421.79,307.49,1.0,17.49,14.77,1.0,136.1,32.13,1.0,1414.11
CUST_0627,2482.08,798.09,1.0,606.32,107.57,1.0,31.67,0.43,1.0,88.79,44.92,1.0,1197.87
CUST_0628,549.2,34.31,1.0,696.52,97.3,1.0,86.43,60.03,1.0,149.81,133.67,1.0,-94.59
CUST_0629,1574.77,311.28,1.0,1647.17,188.46,1.0,8.2,3.75,1.0,165.36,103.98,1.0,-138.29
CUST_0630,3518.55,250.56,1.0,1271.64,255.02,1.0,160.63,100.35,1.0,92.49,40.63,1.0,2242.95
CUST_0631,4049.84,858.63,1.0,768.2,89.33,1.0,349.03,15.13,1.0,183.79,182.91,1.0,2179.32
CUST_0632,3383.23,867.3,1.0,1700.7,53.97,1.0,484.36,373.75,1.0,199.0,62.97,1.0,894.62
CUST_0633,1892.61,698.73,1.0,426.11,202.64,1.0,176.09,138.8,1.0,90.81,87.64,1.0,936.29
CUST_0634,1608.32,283.49,1.0,499.52,102.52,1.0,383.55,52.77,1.0,127.25,65.68,1.0,658.62
CUST_0635,2766.99,1212.83,1.0,1560.48,576.22,1.0,70.15,66.5,1.0,20.16,16.44,1.0,569.97
CUST_0636,1544.48,81.61,1.0,1599.01,681.84,1.0,396.99,313.04,1.0,69.68,34.53,1.0,496.9
CUST_0637,883.5,104.39,1.0,554.92,4.07,1.0,243.4,160.53,1.0,36.73,28.9,1.0,153.22
CUST_0638,2611.79,863.98,1.0,1648.36,723.58,1.0,323.04,282.49,1.0,190.57,9.23,1.0,963.82
CUST_0639,1857.09,602.03,1.0,424.68,140.2,1.0,278.33,123.77,1.0,61.77,35.83,1.0,841.96
CUST_0640,1448.28,363.71,1.0,1723.7,708.56,1.0,352.0,255.98,1.0,42.69,24.57,1.0,-8.47
CUST_0641,1354.05,111.31,1.0,1398.73,76.42,1.0,93.03,1.68,1.0,115.7,13.64,1.0,-68.86
CUST_0642,925.79,414.02,1.0,340.14,78.63,1.0,400.8,240.92,1.0,23.06,17.87,1.0,95.57
CUST_0643,4811.26,2356.57,1.0,600.79,268.09,1.0,416.63,274.25,1.0,70.08,6.21,1.0,2043.48
CUST_0644,4374.59,1245.17,1.0,285.09,29.4,1.0,437.54,351.93,1.0,21.83,13.56,1.0,2796.39
CUST_0645,3723.0,776.64,1.0,1503.02,359.99,1.0,136.83,11.72,1.0,79.08,58.31,1.0,1698.99
CUST_0646,3521.97,292.48,1.0,1503.5,513.1,1.0,487.16,433.88,1.0,72.31,50.34,1.0,2207.78
CUST_0647,2634.43,442.41,1.0,745.21,268.48,1.0,392.78,145.33,1.0,38.96,25.94,1.0,1480.86
CUST_0648,4200.55,892.53,1.0,1837.49,327.96,1.0,11.53,4.23,1.0,198.5,26.83,1.0,1962.86
CUST_0649,3785.84,102.09,1.0,166.52,7.62,1.0,279.74,56.22,1.0,157.61,49.81,1.0,3409.13
CUST_0650,2516.83,607.09,1.0,1813.68,688.63,1.0,470.34,117.64,1.0,37.36,19.54,1.0,449.81
CUST_0651,1196.17,525.44,1.0,1489.13,688.38,1.0,279.67,128.12,1.0,176.85,64.66,1.0,-169.38
CUST_0652,4587.84,301.25,1.0,921.23,447.6,1.0,22.44,21.36,1.0,134.06,126.54,1.0,3819.4
CUST_0653,4243.45,1967.41,1.0,1019.81,163.35,1.0,471.72,46.57,1.0,88.96,9.01,1.0,1074.38
CUST_0654,2002.86,804.1,1.0,1195.0,75.73,1.0,403.31,260.95,1.0,8.94,4.34,1.0,-58.27
CUST_0655,969.69,340.68,1.0,307.41,66.71,1.0,146.36,81.3,1.0,64.95,35.85,1.0,352.35
CUST_0656,1401.03,355.74,1.0,652.22,251.29,1.0,252.29,48.86,1.0,78.28,65.61,1.0,453.6
CUST_0657,3885.37,1256.56,1.0,413.46,97.06,1.0,243.4,54.4,1.0,192.64,106.94,1.0,2209.11
CUST_0658,1411.14,21.49,1.0,1495.28,109.65,1.0,390.59,252.67,1.0,100.27,23.92,1.0,-57.55
CUST_0659,697.37,173.06,1.0,517.23,60.42,1.0,343.18,63.46,1.0,22.36,1.57,1.0,-191.43
CUST_0660,3754.28,7.9,1.0,763.07,228.19,1.0,376.14,32.31,1.0,98.57,35.76,1.0,2930.48
CUST_0661,3675.91,1702.83,1.0,1990.46,41.78,1.0,130.47,15.99,1.0,152.72,70.69,1.0,-8.05
CUST_0662,4456.12,1544.66,1.0,667.7,318.38,1.0,202.52,32.73,1.0,178.54,126.85,1.0,2444.04
CUST_0663,1060.31,448.17,1.0,1854.3,377.12,1.0,234.12,104.14,1.0,81.53,10.95,1.0,-924.44
CUST_0664,800.45,246.64,1.0,1832.67,604.21,1.0,132.81,100.83,1.0,193.46,84.52,1.0,-597.69
CUST_0665,2291.79,718.54,1.0,1576.71,690.08,1.0,28.17,16.29,1.0,71.67,49.63,1.0,696.78
CUST_0666,4155.98,1254.59,1.0,1326.02,19.52,1.0,53.79,29.54,1.0,119.42,34.95,1.0,1655.11
CUST_0667,544.0,253.38,1.0,1194.65,441.28,1.0,10.37,1.87,1.0,30.94,17.42,1.0,-457.73
CUST_0668,3210.79,1331.1,1.0,1214.57,496.56,1.0,344.7,217.43,1.0,84.85,23.31,1.0,1095.95
CUST_0669,2466.4,235.44,1.0,138.31,22.92,1.0,418.73,118.0,1.0,155.15,145.05,1.0,1824.94
CUST_0670,1608.94,605.89,1.0,1111.79,491.6,1.0,26.55,16.01,1.0,34.21,31.38,1.0,375.15
CUST_0671,744.02,76.09,1.0,543.67,139.41,1.0,270.1,20.07,1.0,40.61,17.91,1.0,36.34
CUST_0672,1103.91,416.08,1.0,1184.89,509.2,1.0,265.42,128.56,1.0,35.09,9.88,1.0,-99.51
CUST_0673,3693.49,1008.79,1.0,1038.89,258.38,1.0,340.55,144.01,1.0,40.24,26.09,1.0,1721.8
CUST_0674,3253.74,1220.45,1.0,161.81,27.04,1.0,449.72,117.3,1.0,87.06,53.79,1.0,1599.37
CUST_0675,3736.92,1489.78,1.0,1378.69,255.2,1.0,187.41,70.79,1.0,24.97,18.79,1.0,1013.21
CUST_0676,851.98,135.34,1.0,950.8,142.93,1.0,239.99,224.14,1.0,76.66,73.23,1.0,-103.65
